victim_id,victim_account_id,name,city,lat,long,fraud_type,amount_lost,complaint_timestamp
VIC_0067,VACC_0067,Ranveer Yadav,Jamtara,23.979392,86.809977,Investment / Crypto Token Scam,156500,2026-06-19 12:25:00
VIC_0068,VACC_0068,Logan Sami,Hyderabad,17.356382,78.516253,Fake Loan App Fraud,66000,2026-06-13 06:53:00
VIC_0069,VACC_0069,Arya Shere,Mewat,28.139692,76.997734,Investment / Crypto Token Scam,167999,2026-06-05 02:04:00
VIC_0070,VACC_0070,Faqid Savant,Chennai,13.088891,80.309922,Digital Arrest / CBI Impersonation,460995,2026-07-10 14:48:00
VIC_0071,VACC_0071,Chandresh Zachariah,Nellore,14.450782,79.972695,KYC / SIM Block Extortion,121499,2026-06-07 07:25:00
VIC_0072,VACC_0072,Girik Khalsa,Mumbai,19.079606,72.86941,KYC / SIM Block Extortion,197499,2026-06-13 18:36:00
VIC_0073,VACC_0073,Niharika Sunder,Kolkata,22.582721,88.375314,Customer Care Search Hijack,196500,2026-06-06 23:18:00
VIC_0074,VACC_0074,Tanay Rattan,Bengaluru,12.957031,77.600426,Fake Loan App Fraud,66000,2026-06-04 12:05:00
VIC_0075,VACC_0075,Nitesh Raghavan,Coimbatore,11.046047,76.942577,Electricity Bill Threat Scam,132499,2026-07-15 10:12:00
VIC_0076,VACC_0076,Madhavi Lanka,Hyderabad,17.379651,78.490125,Digital Arrest / CBI Impersonation,100500,2026-06-29 21:40:00
VIC_0077,VACC_0077,Bhavika Sampath,Chennai,13.086816,80.226055,KYC / SIM Block Extortion,330999,2026-06-22 10:22:00
VIC_0078,VACC_0078,Mohammed Gupta,Nellore,14.426516,79.9909,Digital Arrest / CBI Impersonation,339000,2026-06-05 01:27:00
VIC_0079,VACC_0079,Teerth Bhardwaj,Nellore,14.421202,80.001146,Customer Care Search Hijack,50500,2026-06-19 08:26:00
VIC_0080,VACC_0080,Dipta Bhandari,Mewat,28.099808,76.984145,KYC / SIM Block Extortion,211999,2026-06-16 02:50:00
VIC_0081,VACC_0081,Vansha Thakkar,Chennai,13.06011,80.252634,UPI Impersonation Fraud,177499,2026-06-16 19:36:00
VIC_0082,VACC_0082,Dakshesh Trivedi,Coimbatore,11.012327,76.955859,KYC / SIM Block Extortion,152999,2026-06-07 18:28:00
VIC_0083,VACC_0083,Quincy Biswas,Chennai,13.086851,80.282057,Customer Care Search Hijack,234499,2026-07-24 15:47:00
VIC_0084,VACC_0084,Wahab Raval,Mumbai,19.081919,72.910232,Part-time Telegram Job Scam,349498,2026-07-15 03:17:00
VIC_0085,VACC_0085,Yatin Baral,Bengaluru,12.96129,77.625933,Fake Loan App Fraud,476497,2026-07-11 02:38:00
VIC_0086,VACC_0086,Oni Virk,Nellore,14.441294,79.988592,Fake Loan App Fraud,499996,2026-07-18 02:21:00
VIC_0087,VACC_0087,Advika Jayaraman,Hyderabad,17.380158,78.422897,Digital Arrest / CBI Impersonation,437998,2026-06-07 17:56:00
VIC_0088,VACC_0088,William Lanka,Gurugram,28.456581,76.973611,Digital Arrest / CBI Impersonation,141000,2026-07-12 15:22:00
VIC_0089,VACC_0089,Karan Mital,Kolkata,22.580515,88.347789,Customer Care Search Hijack,213499,2026-07-06 17:19:00
VIC_0090,VACC_0090,Diya Bora,Jamtara,23.954546,86.793873,Investment / Crypto Token Scam,270498,2026-06-13 20:33:00
VIC_0091,VACC_0091,Tara Chaudhry,Gurugram,28.452012,76.998509,Investment / Crypto Token Scam,465496,2026-06-20 03:55:00
VIC_0092,VACC_0092,Tanay Toor,Nellore,14.42936,79.962563,Investment / Crypto Token Scam,46499,2026-06-10 05:21:00
VIC_0093,VACC_0093,Kevin Palla,Noida,28.540795,77.388295,Part-time Telegram Job Scam,1055997,2026-06-30 16:31:00
VIC_0094,VACC_0094,Yash Pingle,Coimbatore,10.991916,76.942034,Electricity Bill Threat Scam,20000,2026-07-25 10:52:00
VIC_0095,VACC_0095,Nakul Sarma,Nellore,14.421739,80.01966,Investment / Crypto Token Scam,410498,2026-06-12 19:33:00
VIC_0096,VACC_0096,Abhiram Mistry,Gurugram,28.479653,77.040765,Digital Arrest / CBI Impersonation,201000,2026-06-14 14:02:00
VIC_0097,VACC_0097,Krish Lalla,Mewat,28.121928,77.015328,UPI Impersonation Fraud,75500,2026-06-05 21:12:00
VIC_0098,VACC_0098,Hredhaan Dugal,Mumbai,19.100811,72.925898,Digital Arrest / CBI Impersonation,512496,2026-07-09 04:51:00
VIC_0099,VACC_0099,Baghyawati Kade,Coimbatore,11.029472,76.959348,Part-time Telegram Job Scam,223999,2026-06-27 03:42:00
VIC_0100,VACC_0100,Samar Lalla,Chennai,13.102444,80.264431,Fake Loan App Fraud,283498,2026-06-16 12:53:00
VIC_0101,VACC_0101,Zayan Behl,Mewat,28.114795,76.998776,KYC / SIM Block Extortion,130999,2026-07-10 06:52:00
VIC_0102,VACC_0102,Pallavi Malhotra,Bengaluru,13.006211,77.616386,Investment / Crypto Token Scam,707495,2026-06-27 09:27:00
VIC_0103,VACC_0103,Aarush Nath,Nellore,14.473123,79.989926,Digital Arrest / CBI Impersonation,258498,2026-06-13 22:58:00
VIC_0104,VACC_0104,Adweta Edwin,Hyderabad,17.344501,78.498361,Digital Arrest / CBI Impersonation,622499,2026-07-22 11:44:00
VIC_0105,VACC_0105,Prisha Andra,Kolkata,22.583071,88.377411,Customer Care Search Hijack,142999,2026-06-25 02:27:00
VIC_0106,VACC_0106,Faqid Dixit,Mewat,28.116785,77.008645,Fake Loan App Fraud,267998,2026-06-27 15:10:00
VIC_0107,VACC_0107,Kala Divan,Kolar,13.147889,78.107005,Investment / Crypto Token Scam,474998,2026-07-15 22:37:00
VIC_0108,VACC_0108,Joshua Barman,Jamtara,23.968393,86.791901,Customer Care Search Hijack,230000,2026-07-06 01:14:00
VIC_0109,VACC_0109,Janya Baral,Noida,28.511484,77.394736,UPI Impersonation Fraud,173000,2026-06-17 16:21:00
VIC_0110,VACC_0110,Shivansh Krish,Hyderabad,17.350424,78.521516,Fake Loan App Fraud,237998,2026-06-30 01:44:00
VIC_0111,VACC_0111,Irya Ray,Gurugram,28.445234,77.012626,Investment / Crypto Token Scam,217499,2026-06-22 16:10:00
VIC_0112,VACC_0112,Warjas Gaba,Mumbai,19.075439,72.874281,UPI Impersonation Fraud,546992,2026-07-17 05:07:00
VIC_0113,VACC_0113,Nitara Bakshi,Nellore,14.442413,79.988491,UPI Impersonation Fraud,62000,2026-07-08 03:05:00
VIC_0114,VACC_0114,Gaurangi Sabharwal,Chennai,13.110448,80.273529,Customer Care Search Hijack,327999,2026-06-05 17:50:00
VIC_0115,VACC_0115,Amara Dutta,Noida,28.540746,77.397845,UPI Impersonation Fraud,15500,2026-07-13 05:21:00
VIC_0116,VACC_0116,Lavanya Barad,Coimbatore,10.998597,76.977664,Customer Care Search Hijack,106499,2026-07-02 12:12:00
VIC_0117,VACC_0117,Tristan Iyengar,Jamtara,23.929235,86.787386,Fake Loan App Fraud,117000,2026-06-19 17:10:00
VIC_0118,VACC_0118,Inaya Mody,Kochi,9.932314,76.27806,Investment / Crypto Token Scam,190500,2026-06-16 14:27:00
VIC_0119,VACC_0119,Udant Bajwa,Mewat,28.093119,76.983464,Investment / Crypto Token Scam,20000,2026-07-06 12:47:00
VIC_0120,VACC_0120,Mohini Narasimhan,Chennai,13.112804,80.240844,Fake Loan App Fraud,442499,2026-06-11 18:28:00
VIC_0121,VACC_0121,Ekaraj Mallick,Bengaluru,12.930407,77.614789,Digital Arrest / CBI Impersonation,350498,2026-06-21 05:49:00
VIC_0122,VACC_0122,Yashodhara Ratta,Bengaluru,12.925629,77.589704,Part-time Telegram Job Scam,187000,2026-07-06 18:45:00
VIC_0123,VACC_0123,Ayaan D’Alia,Mumbai,19.146188,72.867679,Part-time Telegram Job Scam,384999,2026-07-06 01:37:00
VIC_0124,VACC_0124,Pranav Lanka,Jamtara,23.952151,86.812482,Investment / Crypto Token Scam,510496,2026-07-16 06:03:00
VIC_0125,VACC_0125,Ikbal Saraf,Coimbatore,11.011125,76.937173,Digital Arrest / CBI Impersonation,367999,2026-06-30 07:23:00
VIC_0126,VACC_0126,Dipta Sarin,Noida,28.525973,77.365806,Part-time Telegram Job Scam,370499,2026-06-25 07:48:00
VIC_0127,VACC_0127,Lekha Gupta,Kolar,13.139621,78.136254,Digital Arrest / CBI Impersonation,514496,2026-07-15 03:03:00
VIC_0128,VACC_0128,Chaitanya Sarin,Jamtara,23.960075,86.804323,Investment / Crypto Token Scam,176498,2026-07-11 15:52:00
VIC_0129,VACC_0129,Zinal Yohannan,Noida,28.488706,77.35878,Digital Arrest / CBI Impersonation,967497,2026-06-23 08:57:00
VIC_0130,VACC_0130,Januja Sankar,Hyderabad,17.360469,78.496781,Investment / Crypto Token Scam,434495,2026-06-09 20:32:00
VIC_0131,VACC_0131,Ganga Murthy,Kolkata,22.563798,88.344553,Investment / Crypto Token Scam,153497,2026-06-11 05:30:00
VIC_0132,VACC_0132,Charita Tripathi,Coimbatore,11.017233,76.967105,Digital Arrest / CBI Impersonation,15999,2026-06-05 14:08:00
VIC_0133,VACC_0133,Nilima Narain,Bengaluru,13.01198,77.608721,Customer Care Search Hijack,10999,2026-07-16 02:28:00
VIC_0134,VACC_0134,Chakrika Datta,Kolkata,22.592579,88.350825,UPI Impersonation Fraud,218499,2026-06-25 03:38:00
VIC_0135,VACC_0135,Osha Raghavan,Kolkata,22.568508,88.372554,KYC / SIM Block Extortion,16000,2026-06-16 01:43:00
VIC_0136,VACC_0136,Charvi Ravi,Kochi,9.944253,76.274427,Digital Arrest / CBI Impersonation,46999,2026-06-25 03:33:00
VIC_0137,VACC_0137,Daksha Mangat,Noida,28.574359,77.389968,Customer Care Search Hijack,348000,2026-07-24 00:26:00
VIC_0138,VACC_0138,Qushi Nagy,Coimbatore,11.001362,76.925971,Electricity Bill Threat Scam,484499,2026-06-08 10:37:00
VIC_0139,VACC_0139,Riya Sathe,Jamtara,23.964117,86.816229,Investment / Crypto Token Scam,10000,2026-06-17 06:07:00
VIC_0140,VACC_0140,Yasti Solanki,Coimbatore,11.024603,76.938374,Digital Arrest / CBI Impersonation,222499,2026-07-19 09:08:00
VIC_0141,VACC_0141,Frado Mander,Mumbai,19.118072,72.849996,Electricity Bill Threat Scam,56500,2026-07-03 09:09:00
VIC_0142,VACC_0142,Girik Keer,Mewat,28.110265,76.997783,Customer Care Search Hijack,182000,2026-06-15 23:05:00
VIC_0143,VACC_0143,Umang Issac,Kolar,13.145478,78.139526,Investment / Crypto Token Scam,616500,2026-07-14 11:08:00
VIC_0144,VACC_0144,Aryan Batra,Mewat,28.128303,76.975388,KYC / SIM Block Extortion,529497,2026-06-29 00:54:00
VIC_0145,VACC_0145,Vaishnavi Bora,Hyderabad,17.401776,78.488335,UPI Impersonation Fraud,131999,2026-07-16 07:29:00
VIC_0146,VACC_0146,Oeshi Hayer,Bengaluru,13.025217,77.646439,Customer Care Search Hijack,261499,2026-06-22 18:07:00
VIC_0147,VACC_0147,Warda Ratta,Gurugram,28.4581,77.042989,KYC / SIM Block Extortion,517997,2026-07-06 13:37:00
VIC_0148,VACC_0148,Manbir Ahluwalia,Kochi,9.913635,76.277266,UPI Impersonation Fraud,95000,2026-07-10 04:09:00
VIC_0149,VACC_0149,Pavani Kanda,Chennai,13.098982,80.302122,Digital Arrest / CBI Impersonation,590497,2026-06-09 01:20:00
VIC_0150,VACC_0150,Zarna Shetty,Nellore,14.447747,79.995561,Investment / Crypto Token Scam,593995,2026-06-13 17:41:00
VIC_0151,VACC_0151,Zaid Dara,Kochi,9.963238,76.300216,Investment / Crypto Token Scam,95000,2026-06-25 20:54:00
VIC_0152,VACC_0152,Kiaan Shetty,Nellore,14.415389,79.988959,Part-time Telegram Job Scam,509499,2026-07-05 19:12:00
VIC_0153,VACC_0153,Saanvi Thaman,Nellore,14.456536,79.939581,Investment / Crypto Token Scam,272500,2026-07-22 11:00:00
VIC_0154,VACC_0154,Sanaya Dutt,Hyderabad,17.379588,78.469219,Customer Care Search Hijack,10000,2026-07-10 15:34:00
VIC_0155,VACC_0155,Shivani Lad,Gurugram,28.469482,77.067498,Electricity Bill Threat Scam,306999,2026-07-18 01:33:00
VIC_0156,VACC_0156,Aradhana Verma,Mewat,28.100242,76.967465,Investment / Crypto Token Scam,50000,2026-06-30 17:41:00
VIC_0157,VACC_0157,William Maharaj,Mumbai,19.053121,72.879886,Fake Loan App Fraud,15999,2026-07-07 04:36:00
VIC_0158,VACC_0158,Faras Mangal,Chennai,13.066309,80.256661,Part-time Telegram Job Scam,126499,2026-06-19 10:55:00
VIC_0159,VACC_0159,Anita Nayak,Nellore,14.44375,80.003854,UPI Impersonation Fraud,31000,2026-07-09 16:42:00
VIC_0160,VACC_0160,Faris Devi,Hyderabad,17.368457,78.472296,UPI Impersonation Fraud,594496,2026-06-13 17:51:00
VIC_0161,VACC_0161,Vihaan Rajagopal,Nellore,14.46051,79.995648,Fake Loan App Fraud,20999,2026-07-20 17:10:00
VIC_0162,VACC_0162,Tanish Bhatt,Kolkata,22.549262,88.358943,Part-time Telegram Job Scam,167500,2026-06-24 23:40:00
VIC_0163,VACC_0163,Nikita Narayanan,Kochi,9.936209,76.269809,Digital Arrest / CBI Impersonation,445000,2026-06-08 08:29:00
VIC_0164,VACC_0164,Ojasvi Bhatia,Kolkata,22.539138,88.328194,Electricity Bill Threat Scam,126998,2026-06-16 21:53:00
VIC_0165,VACC_0165,Osha Ramachandran,Noida,28.510417,77.381863,Electricity Bill Threat Scam,314497,2026-07-04 07:24:00
VIC_0166,VACC_0166,Lajita Sood,Kolar,13.140906,78.157863,UPI Impersonation Fraud,664494,2026-07-02 18:55:00
VIC_0167,VACC_0167,Indira Misra,Coimbatore,11.005372,76.990817,KYC / SIM Block Extortion,189496,2026-06-21 00:23:00
VIC_0168,VACC_0168,Oni Yohannan,Mumbai,19.038985,72.880656,UPI Impersonation Fraud,312997,2026-06-25 21:22:00
VIC_0169,VACC_0169,Vinaya Kanda,Noida,28.531491,77.376056,UPI Impersonation Fraud,728495,2026-07-13 05:23:00
VIC_0170,VACC_0170,Rajata Sunder,Coimbatore,10.999873,76.958916,Investment / Crypto Token Scam,466996,2026-07-09 12:06:00
VIC_0171,VACC_0171,Lopa Nayar,Nellore,14.430918,79.996626,Electricity Bill Threat Scam,261999,2026-06-20 09:59:00
VIC_0172,VACC_0172,Noah Sibal,Hyderabad,17.371984,78.487469,UPI Impersonation Fraud,419000,2026-07-19 05:23:00
VIC_0173,VACC_0173,Avi Ramesh,Jamtara,23.958434,86.840214,Customer Care Search Hijack,257999,2026-07-10 12:13:00
VIC_0174,VACC_0174,Fiyaz Sangha,Noida,28.535487,77.359471,UPI Impersonation Fraud,244497,2026-06-14 05:25:00
VIC_0175,VACC_0175,Triya Gopal,Noida,28.503445,77.371304,Customer Care Search Hijack,611996,2026-07-12 16:44:00
VIC_0176,VACC_0176,Abha Raghavan,Kochi,9.943878,76.269044,Investment / Crypto Token Scam,370498,2026-07-02 17:27:00
VIC_0177,VACC_0177,Siddharth Sha,Chennai,13.076825,80.274186,UPI Impersonation Fraud,465497,2026-06-07 17:40:00
VIC_0178,VACC_0178,Geetika Raghavan,Kochi,9.918906,76.255978,KYC / SIM Block Extortion,177499,2026-07-06 23:26:00
VIC_0179,VACC_0179,Oviya Krishnan,Hyderabad,17.393141,78.456332,Digital Arrest / CBI Impersonation,187998,2026-06-16 13:01:00
VIC_0180,VACC_0180,Upma Bahl,Nellore,14.431702,80.006226,UPI Impersonation Fraud,112500,2026-07-06 08:38:00
VIC_0181,VACC_0181,Inaya Kapur,Mumbai,19.072704,72.85756,Electricity Bill Threat Scam,606998,2026-07-13 08:08:00
VIC_0182,VACC_0182,Banjeet Balasubramanian,Coimbatore,11.013433,76.950957,Electricity Bill Threat Scam,531997,2026-07-03 20:38:00
VIC_0183,VACC_0183,Ryan Bahri,Coimbatore,11.034381,76.975216,Fake Loan App Fraud,193499,2026-07-05 00:15:00
VIC_0184,VACC_0184,William Date,Jamtara,23.95567,86.798526,Customer Care Search Hijack,228498,2026-07-04 13:00:00
VIC_0185,VACC_0185,Ishwar Kamdar,Mumbai,19.079314,72.898431,Electricity Bill Threat Scam,75500,2026-06-12 13:19:00
VIC_0186,VACC_0186,Aahana Pillay,Kochi,9.929691,76.301001,KYC / SIM Block Extortion,248499,2026-06-27 23:52:00
VIC_0187,VACC_0187,Ishwar Gade,Kolkata,22.525468,88.38366,Investment / Crypto Token Scam,204500,2026-06-03 14:04:00
VIC_0188,VACC_0188,Hritik Bal,Coimbatore,11.006479,76.987292,Digital Arrest / CBI Impersonation,340997,2026-07-17 14:36:00
VIC_0189,VACC_0189,Keya Ranganathan,Nellore,14.422685,79.948415,Electricity Bill Threat Scam,212500,2026-07-04 13:52:00
VIC_0190,VACC_0190,Faqid Kibe,Nellore,14.415195,80.003617,Customer Care Search Hijack,395496,2026-06-30 11:33:00
VIC_0191,VACC_0191,Charvi Dara,Hyderabad,17.3849,78.491539,UPI Impersonation Fraud,254497,2026-07-10 06:12:00
VIC_0192,VACC_0192,Idika Walia,Kolar,13.112073,78.133045,Digital Arrest / CBI Impersonation,143999,2026-07-09 10:50:00
VIC_0193,VACC_0193,Kamala Biswas,Jamtara,23.985164,86.800537,Investment / Crypto Token Scam,51500,2026-06-21 16:21:00
VIC_0194,VACC_0194,Advik Salvi,Nellore,14.444734,79.965128,UPI Impersonation Fraud,65000,2026-07-21 23:59:00
VIC_0195,VACC_0195,Hitesh Sant,Hyderabad,17.353274,78.475694,Customer Care Search Hijack,278497,2026-06-23 01:10:00
VIC_0196,VACC_0196,Tripti Dua,Gurugram,28.425046,77.010843,KYC / SIM Block Extortion,367498,2026-07-04 23:23:00
VIC_0197,VACC_0197,Patrick Vig,Chennai,13.02875,80.268195,UPI Impersonation Fraud,146999,2026-07-09 08:36:00
VIC_0198,VACC_0198,Veda Shroff,Mewat,28.134856,77.005672,Fake Loan App Fraud,137499,2026-07-05 17:57:00
VIC_0199,VACC_0199,Amrita Naidu,Coimbatore,11.002383,76.978741,Fake Loan App Fraud,303998,2026-06-09 19:47:00
VIC_0200,VACC_0200,Gabriel Mallick,Mewat,28.12035,77.026558,Digital Arrest / CBI Impersonation,428997,2026-06-21 19:54:00
VIC_0201,VACC_0201,Yagnesh Shetty,Coimbatore,11.044178,76.930271,Part-time Telegram Job Scam,191999,2026-06-24 17:49:00
VIC_0202,VACC_0202,Gayathri Balakrishnan,Kolar,13.133941,78.143189,Part-time Telegram Job Scam,15500,2026-06-06 01:50:00
VIC_0203,VACC_0203,Ekta Gopal,Kolkata,22.58762,88.358833,Electricity Bill Threat Scam,56000,2026-06-26 13:29:00
